Id,Expected
64650,955240.0
64651,298640.0
64652,1285800.0
64653,298640.0
64654,351440.0
64658,747560.0
64656,450900.0
64657,1694000.0
64649,2658200.0
64659,170520.0
64655,511260.0
64648,2302600.0
64644,210694.4
64646,1915200.0
64645,656200.0
64660,489000.0
64643,1848200.0
64642,271860.0
64641,393560.0
64640,651720.0
64639,499120.0
64638,925200.0
64637,250960.0
64636,2301960.0
64635,2547800.0
64634,295340.0
64647,3127800.0
64661,1633600.0
64665,213360.0
64690,4058000.0
64633,344878.2
64689,1169400.0
64688,4091200.0
64687,8193200.0
64686,6716400.0
64685,1287120.0
64684,658200.0
64683,1729400.0
64682,2713800.0
64681,1006600.0
64680,3089000.0
64679,3182600.0
64662,1568300.0
64678,927200.0
64676,3480600.0
64675,3927400.0
64674,2221333.3333333335
64673,3100400.0
64672,1710200.0
64671,1326200.0
64670,2162360.0
64669,2455760.0
64668,2341040.0
64667,463280.0
64666,2466200.0
64664,210694.4
64677,1028400.0
64632,883960.0
64663,2066400.0
64630,1612800.0
64599,661300.0
64598,3933000.0
64597,579800.0
64596,579800.0
64595,579800.0
64594,468240.0
64593,403698.5
64592,394476.0
64591,233200.0
64590,1500733.333333333
64589,579800.0
64587,542800.0
64600,3393060.0
64586,353760.0
64584,371239.96
64583,411260.0
64582,608220.0
64581,312720.0
64580,695759.92
64579,2253400.0
64578,3618333.333333334
64577,743000.0
64576,985559.96
64575,969160.0
64574,600960.0
64631,213360.0
64585,232896.0
64601,965400.0
64588,1075520.0
64603,1856200.4
64629,4051680.0
64602,4696800.0
64628,1013400.0
64627,1013400.0
64626,192280.0
64625,213360.0
64624,253520.0
64623,196476.0
64622,7244000.0
64620,1805200.0
64619,355235.2
64618,1000800.0
64617,579800.0
64621,369480.0
64615,303440.0
64604,4290000.0
64616,579800.0
64606,945720.0
64607,579800.0
64608,2514000.0
64609,1648600.0
64605,3302400.0
64611,1860200.0
64612,635200.0
64613,473680.0
64614,579800.0
64610,939800.0
64732,3130000.0
64731,424080.0
64730,1016600.0
64729,221813.96
64722,403080.0
64726,748600.0
64725,322040.0
64724,320600.0
64723,507480.0
64733,291400.0
64727,189640.0
64734,414880.0
64748,872200.0
64736,1512600.0
64737,179080.0
64738,438160.0
64739,428600.0
64740,512720.0
64741,512720.0
64742,398560.0
64743,398560.0
64744,784320.0
64745,297000.0
64746,980600.0
64747,225005.0053333333
64721,449000.0
64735,771600.0
64720,344114.5
64728,150200.0
64718,352760.0
64719,383580.0
64691,1110960.0
64692,659020.0
64693,547550.0
64694,232440.0
64695,2448000.0
64697,3598196.0
64698,354880.0
64699,295400.0
64700,196440.0
64701,3256000.0
64702,185096.0
64703,307940.0
64696,874120.0
64705,384440.0
64717,293440.0
64704,811959.96
64716,915200.0
64715,327360.0
64714,385000.0
64712,2457800.0
64713,866480.0
64711,323917.3
64710,1824600.0
64709,1824600.0
64708,285780.0
64707,655800.0
64706,307940.0
64851,323398.5
64848,541960.0
64849,359540.0
64850,430100.0
64847,293538.1
64852,456487.3
64859,490980.0
64854,341618.5
64855,333086.1
64856,337970.5
64857,336638.46
64858,532508.0
64860,323398.5
64846,833000.0
64853,346879.96
64845,314919.88
64831,345079.96
64843,331920.0
64827,379155.3
64828,382200.0
64829,184814.0
64830,621360.0
64861,319638.1
64832,178879.6
64833,489236.0
64844,336638.46
64834,597720.0
64836,2762320.0
64837,456487.3
64838,234359.0
64839,387040.0
64840,2586000.0
64841,660040.0
64842,1605800.0
64835,1661400.0
64862,12096000.0
64877,721833.3333333335
64864,400200.0
64886,1021400.0
64887,335760.0
64888,650200.0
64889,386288.0
64890,379840.0
64891,334950.1
64892,439740.0
64893,395044.3
64894,360859.7
64895,395598.5
64896,406080.0
64900,403520.0
64898,569240.0
64899,692600.0
64826,833800.0
64885,464760.0
64884,799500.0
64883,868000.0
64882,2065200.0
64865,416880.0
64866,491280.0
64867,592800.0
64868,686600.0
64869,410600.0
64870,728300.0
64871,2096400.0
64863,310818.1
64872,1742266.666666667
64874,565560.0
64875,424960.0
64876,651600.0
64878,496210.0
64879,1792400.0
64880,551400.0
64881,395044.3
64873,681860.0
64825,1813600.0
64897,743320.0
64823,834600.0
64768,369476.0
64769,1648880.0
64770,438760.0
64771,326933.3333333333
64772,473956.0
64773,642160.0
64774,204560.0
64775,823800.0
64777,668699.9999999999
64778,517820.0
64779,337440.0
64780,359520.0
64781,395044.3
64782,968559.84
64783,537660.0
64767,659033.3333333334
64766,1368200.0
64765,511040.0
64764,718360.0
64824,728600.0
64749,282800.0
64750,341400.0
64751,313600.0
64752,1955000.0
64753,394466.6666666666
64754,825560.0
64784,309360.0
64755,727120.0
64757,537800.0
64758,658640.0
64759,614960.0
64760,311610.0
64761,352880.0
64762,400280.0
64763,1787400.0
64756,309360.0
64785,331360.0
64776,798280.0
64787,875199.96
64807,365000.0
64808,419360.0
64809,471120.0
64810,249960.0
64811,394160.0
64812,378600.0
64813,510000.0
64806,398040.0
64786,333840.0
64816,913880.0
64817,489400.0
64818,373980.0
64819,631320.0
64820,256400.0
64821,838960.0
64822,429400.0
64815,345060.0
64805,533240.0
64814,368360.0
64803,468680.0
64804,309360.0
64788,280800.0
64789,395680.0
