Id,Expected
64650,534287.75
64651,269930.56
64652,942029.8
64653,269930.56
64654,210657.44
64658,640330.75
64656,406805.16
64657,1302628.4
64649,2087418.9
64659,207981.73
64655,603799.56
64648,2102432.8
64644,203540.25
64646,1542801.9
64645,509245.1
64660,361490.62
64643,2364076.8
64642,248327.11
64641,347539.7
64640,263253.75
64639,369443.9
64638,824145.44
64637,214425.03
64636,1893603.9
64635,2069127.1
64634,263271.56
64647,2439004.2
64661,1124615.2
64665,233650.0
64690,2996698.0
64633,232706.02
64689,955670.9
64688,2605506.2
64687,5743811.0
64686,4728394.5
64685,1250759.4
64684,718792.0
64683,1407517.0
64682,2295959.2
64681,875775.2
64680,2033457.5
64679,2133615.5
64662,975088.7
64678,926779.56
64676,1570352.9
64675,2615245.0
64674,1626769.0
64673,2130636.8
64672,1007153.94
64671,963650.5
64670,2288310.8
64669,2494899.0
64668,2021454.1
64667,424858.88
64666,2216707.8
64664,203540.25
64677,974116.5
64632,747558.75
64663,934224.75
64630,1168154.1
64599,518281.72
64598,2056852.4
64597,585327.5
64596,585327.5
64595,585327.5
64594,303756.3
64593,217641.03
64592,271846.12
64591,245957.7
64590,1868113.6
64589,585327.5
64587,476795.06
64600,2045510.6
64586,393621.06
64584,295605.88
64583,339816.75
64582,405597.7
64581,290857.56
64580,557355.5
64579,1727958.4
64578,1763189.0
64577,637212.94
64576,846466.75
64575,772547.6
64574,551000.8
64631,233650.0
64585,186047.12
64601,913977.94
64588,864657.1
64603,1780563.4
64629,410434.72
64602,3966558.8
64628,466787.97
64627,466787.97
64626,143272.53
64625,233650.0
64624,263055.25
64623,193599.4
64622,4973044.5
64620,1481930.5
64619,230691.05
64618,756540.94
64617,585327.5
64621,283447.84
64615,217238.53
64604,2459953.5
64616,585327.5
64606,882116.4
64607,585327.5
64608,2695075.5
64609,1603091.8
64605,1903330.0
64611,1197319.1
64612,755562.56
64613,392105.56
64614,585327.5
64610,789287.25
64732,2022146.4
64731,330182.53
64730,477238.62
64729,288337.12
64722,316382.06
64726,521616.38
64725,235978.47
64724,281283.62
64723,387767.72
64733,378364.47
64727,179639.92
64734,337717.12
64748,727296.8
64736,1282689.9
64737,212925.05
64738,321974.53
64739,342562.34
64740,453745.62
64741,453745.62
64742,387690.44
64743,387690.44
64744,605981.25
64745,289592.12
64746,647989.4
64747,199213.02
64721,343540.53
64735,734128.8
64720,204595.45
64728,177114.28
64718,212369.17
64719,332188.44
64691,799475.8
64692,521914.44
64693,547212.6
64694,225329.69
64695,1153812.8
64697,140359.69
64698,265127.5
64699,278353.56
64700,144082.19
64701,2874161.8
64702,173478.84
64703,328189.66
64696,704299.3
64705,352064.22
64717,298720.1
64704,815333.5
64716,640404.6
64715,312640.66
64714,268171.66
64712,2274651.0
64713,709759.56
64711,209032.03
64710,1512476.8
64709,1512476.8
64708,238570.95
64707,605489.06
64706,328189.66
64851,213615.95
64848,378548.9
64849,263578.3
64850,333323.88
64847,213615.95
64852,210563.23
64859,344202.3
64854,237568.8
64855,219268.11
64856,223836.86
64857,235038.08
64858,316663.1
64860,213615.95
64846,751086.06
64853,275436.2
64845,266901.3
64831,286710.56
64843,273492.97
64827,194720.95
64828,313128.8
64829,258777.95
64830,545512.94
64861,235038.08
64832,201307.7
64833,375262.53
64844,235038.08
64834,480894.03
64836,1736105.0
64837,210563.23
64838,176146.56
64839,287853.3
64840,2878937.8
64841,521233.5
64842,1408684.0
64835,1194620.5
64862,13709779.0
64877,503704.5
64864,352880.72
64886,979055.44
64887,325464.6
64888,529585.1
64889,311948.2
64890,303073.72
64891,218397.64
64892,377852.06
64893,214302.98
64894,219623.47
64895,233241.69
64896,294179.2
64900,440221.3
64898,390351.22
64899,521852.25
64826,840146.25
64885,342131.7
64884,696998.06
64883,539148.75
64882,858938.56
64865,384771.0
64866,420964.03
64867,466146.06
64868,522966.22
64869,368839.47
64870,496981.38
64871,841145.2
64863,214467.36
64872,1206508.4
64874,492389.7
64875,338247.97
64876,550506.56
64878,427802.5
64879,386902.6
64880,392730.53
64881,214302.98
64873,741621.6
64825,901990.25
64897,678960.75
64823,561844.2
64768,285045.3
64769,940050.94
64770,354959.2
64771,275815.75
64772,379380.88
64773,508817.4
64774,220869.02
64775,569998.5
64777,550890.5
64778,423443.53
64779,333383.66
64780,325965.97
64781,214302.98
64782,752934.9
64783,399164.78
64767,472968.25
64766,1191462.0
64765,273105.66
64764,628009.06
64824,764176.56
64749,277949.3
64750,367119.2
64751,317244.97
64752,1362086.8
64753,380064.94
64754,277667.94
64784,277171.34
64755,555211.2
64757,477381.1
64758,530294.7
64759,647912.75
64760,311188.44
64761,346435.12
64762,444554.56
64763,549973.94
64756,277171.34
64785,366626.22
64776,596960.9
64787,776924.5
64807,328362.47
64808,431169.3
64809,438787.84
64810,275082.6
64811,336015.4
64812,335248.16
64813,463156.72
64806,368149.97
64786,285639.62
64816,700482.5
64817,581442.5
64818,401113.62
64819,532910.7
64820,277667.94
64821,277667.94
64822,381131.7
64815,349302.44
64805,471067.7
64814,429412.16
64803,438787.84
64804,277171.34
64788,282188.8
64789,411989.25
64790,348324.44
64791,1232587.6
64793,451107.62
64794,259582.75
64792,545950.1
64796,546511.7
64797,303517.12
64798,368706.88
64799,566630.56
64800,348849.34
64801,530063.1
64795,207339.88
64802,277949.3
64923,789256.4
64929,313128.8
64928,477455.3
64927,553122.56
64924,216244.5
64925,372514.47
64930,266976.66
64926,253280.23
64931,683302.5
64939,251189.38
64933,712951.44
64934,2169249.8
64935,434667.9
64936,248257.97
64937,1546910.9
64938,4527957.0
64940,1299160.8
64922,234914.83
64932,467289.06
64921,346122.06
64919,430442.94
64904,615974.5
64920,544620.94
64901,904989.6
64902,598484.56
64903,615974.5
64905,477407.03
64906,289083.84
64907,534324.44
64909,644541.0
64908,448466.16
64911,504313.03
64912,571894.44
64913,619032.6
64914,1022177.56
64915,1022177.56
64916,289337.88
64917,430442.94
64918,468178.5
64910,504313.03
64959,1398879.0
64956,1104760.1
64957,1047908.8
64958,973522.1
64960,1197482.4
64961,1885401.4
64963,2112395.2
64964,947040.8
64965,4442483.5
64966,2112395.2
64955,1053108.4
64962,2112395.2
64954,456905.5
64950,789213.5
64952,640328.3
64941,198723.83
64953,432983.6
64943,1638193.2
64944,1354891.2
64945,990892.9
64946,1547980.9
64942,696703.7
64947,292494.53
64948,275618.53
64949,1675339.4
64951,532795.3
64981,2034980.4
64990,241955.19
64989,576388.06
64988,336203.22
64987,184258.78
64986,659345.94
64985,561736.0
64984,1020191.9
64983,237099.6
64982,5988993.5
64991,206054.25
64980,332034.5
64968,2598486.2
64978,253927.92
64979,403383.84
64969,2098138.5
64970,254307.44
64971,413069.56
64972,860672.0
64967,198671.16
64974,241894.75
64975,5615022.0
64976,936429.8
64977,3483086.5
64973,3747623.5
65026,371495.56
65018,258777.95
65019,633595.3
65020,699758.75
65021,581242.4
65022,833778.3
65023,254099.9
65024,827987.56
65025,225485.31
65027,201307.7
65017,875579.8
65029,350079.47
65030,600901.5
65031,696735.56
65032,461316.3
65033,440284.28
65034,877003.8
65035,465426.88
65036,457484.1
65037,1154185.9
65038,1383665.8
65028,1440690.6
65016,566005.7
64995,657854.2
65014,210607.81
65015,174688.95
64992,1181971.2
64993,1318755.2
64994,2200619.5
64997,1487899.4
64998,388076.62
64999,1913025.8
65000,371649.34
65001,1521263.4
65002,1487899.4
64996,1347186.4
65004,797915.9
65005,336552.9
65006,386407.0
65007,302290.88
65008,210607.81
65009,350040.75
65010,738541.56
65011,176578.98
65012,348122.53
65003,253016.36
65013,1371915.1
65213,302901.22
65212,670808.75
65211,690937.8
65210,703593.06
65209,379829.06
65204,332667.16
65207,375470.16
65206,406556.16
65205,234689.78
65203,251145.06
65202,432650.5
65214,586774.5
65208,337988.4
65215,384327.97
65225,487738.53
65217,529765.0
65218,1347186.4
65219,755061.2
65220,223535.86
65221,1085571.2
65222,188039.06
65223,224891.95
65224,198200.31
65201,290496.34
65226,305880.16
65227,695479.56
65228,310139.03
65229,364933.3
65216,233901.7
65200,234277.64
65189,351378.6
65198,283354.6
65169,464704.8
65170,586188.4
65171,351928.25
65172,211689.36
65173,451422.66
65174,883177.8
65175,186552.78
65176,666394.44
65177,242921.4
65178,336813.62
65179,320562.4
65180,280493.66
65181,251599.6
65182,273164.25
65183,191113.03
65184,431901.84
65185,520276.97
65186,417108.5
65187,356886.47
65188,288432.84
65230,576069.9
65190,407196.78
65191,329642.62
65192,320968.62
65193,247826.73
65194,313301.47
65195,190578.12
65196,295365.22
65197,333192.0
65199,313708.38
65231,397158.0
65242,344928.88
65233,313708.38
65268,498356.3
65269,324510.94
65270,329642.62
65271,335506.28
65272,666745.4
65273,246432.69
65274,334804.03
65275,197167.95
65276,359400.62
65277,278140.5
65278,337897.2
65279,436263.88
65280,298675.94
65267,365350.84
65281,367234.4
65283,393136.75
65284,240879.78
65285,295930.25
65286,1352612.6
65287,436263.88
65288,312022.28
65289,332415.97
65290,240722.47
65291,372998.28
65292,324738.8
65293,247595.22
65294,989033.94
65168,398294.75
65282,346619.53
65266,256419.34
65265,198903.02
65264,316956.47
65234,511266.5
65235,301763.5
65236,240205.34
65237,260902.86
65238,695479.56
65239,267381.8
65240,324738.8
65241,239880.73
65243,348932.22
65244,456625.84
65245,372998.28
65246,251144.6
65247,537914.6
65248,439035.66
65249,251476.53
65250,303254.12
65251,312163.38
65252,420080.16
65295,318255.88
65254,376738.1
65255,389535.7
65256,237736.97
65257,339864.72
65258,257223.42
65259,280508.1
65260,373560.38
65261,358299.0
65262,312128.25
65263,266269.78
65232,187624.2
65167,312163.38
65253,542092.7
65165,398513.62
65072,2479821.8
65073,288119.72
65074,523176.25
65075,325311.62
65076,852515.2
65077,395062.94
65078,388076.62
65079,241910.89
65080,381832.4
65081,307863.47
65082,262422.06
65083,387519.28
65084,268030.03
65071,2479821.8
65085,451527.28
65087,451699.12
65088,397645.38
65089,350635.12
65090,331584.22
65091,240879.78
65092,234033.34
65093,285587.06
65094,264283.1
65095,408362.28
65096,258925.33
65097,261306.75
65098,387519.28
65099,422738.22
65086,449531.53
65070,414996.44
65069,201307.7
65068,577070.06
65166,415705.1
65039,369541.16
65040,664281.5
65041,605528.4
65042,257106.44
65043,341646.2
65045,185490.12
65046,1608519.0
65047,1107697.1
65048,774482.56
65049,264939.97
65050,234209.52
65051,542404.0
65052,1367215.8
65053,331690.5
65054,1341464.5
65055,523106.9
65056,396065.25
65057,859481.0
65058,1588360.8
65059,306742.78
65060,386085.06
65061,577070.06
65062,577070.06
65063,577070.06
65064,577070.06
65065,424542.94
65066,153798.88
65067,296801.03
65100,353662.34
65101,260114.56
65044,664281.5
65103,336223.12
65137,319835.3
65138,303416.44
65139,285635.28
65140,231012.9
65141,363966.4
65142,558833.5
65143,523648.94
65144,662158.25
65145,1535083.5
65146,364505.16
65147,2008487.0
65148,2167132.5
65149,242399.56
65136,539292.75
65150,330044.62
65152,516178.94
65153,652391.2
65155,279610.97
65156,527833.5
65157,238532.06
65158,551520.25
65164,273921.3
65159,254498.38
65160,235913.89
65161,520276.97
65162,535951.94
65163,246432.69
65102,274324.16
65151,1468403.9
65135,285680.78
65154,535355.25
65133,279610.97
65104,501217.56
65134,300727.8
65105,348636.84
65106,352700.38
65107,695479.56
65108,535716.9
65109,370890.94
65111,392819.3
65112,263655.25
65113,567553.75
65114,391447.97
65115,353662.34
65116,464942.0
65117,406221.7
65110,245842.8
65119,398513.62
65131,300048.88
65132,277920.94
65118,346580.5
65130,260902.86
65129,341223.56
65127,359400.62
65126,304685.3
65128,301020.78
65125,474418.34
65124,321728.66
65123,687129.9
65122,313301.47
65121,466452.9
65120,360374.0
65350,1316147.0
65354,700344.25
65353,830654.44
65356,1196148.1
65352,354864.75
65351,899479.4
65355,2739708.0
65349,342804.16
65343,9444752.0
65347,1070083.2
65346,2363905.2
65345,229533.66
65344,1137000.8
65342,784542.9
65341,204551.75
65357,551703.8
65340,253810.25
65348,348400.53
65358,444015.6
65373,201307.7
65360,251629.34
65339,254231.53
65378,419282.06
65377,704838.9
65376,360693.75
65375,388700.38
65374,2132228.2
65372,3887847.0
65371,258777.95
65359,285264.78
65370,411936.6
65368,560497.7
65367,946999.3
65366,201307.7
65365,326031.56
65364,1056814.8
65363,778081.25
65362,431701.72
65361,418328.7
65369,1646538.4
65338,380502.3
65321,317074.7
65336,263217.84
65312,220546.34
65311,266160.12
65310,307862.28
65309,831930.06
65308,778081.25
65307,456086.2
65306,430986.38
65305,215115.69
65304,315117.34
65303,461012.84
65302,272847.9
65301,279838.78
65300,521616.38
65337,348923.22
65298,913709.5
65297,605340.1
65296,1711590.2
65313,810990.0
65314,241772.97
65299,354571.78
65316,481377.66
65315,431701.72
65335,364180.28
65333,1139625.8
65332,218928.78
65331,282672.56
65330,1483565.1
65329,2193374.2
65328,1108433.8
65327,259955.34
65334,704838.9
65325,1207689.5
65324,264518.6
65323,3586130.0
65322,276649.53
65320,403021.25
65319,303107.25
65318,538456.6
65326,1358366.4
65317,1864897.1
65426,224454.42
65425,816376.1
65413,230455.98
65423,1736105.0
65422,1280785.4
65421,5352942.0
65417,496399.7
65419,1632215.9
65418,1400754.6
65416,1743200.8
65415,704299.3
65414,325858.4
65427,234929.16
65420,699491.2
65428,481660.1
65438,213875.05
65430,753649.7
65431,331690.5
65432,325100.1
65433,1616708.4
65434,241141.56
65435,145119.2
65436,148233.12
65437,229505.42
65439,165546.67
65440,177114.28
65441,246849.48
65442,453745.62
65443,704299.3
65444,163278.19
65429,712624.5
65412,444662.25
65424,209727.33
65410,584739.5
65411,340372.03
65379,654161.2
65380,309985.56
65381,1363652.9
65382,1011035.1
65383,146084.81
65385,274461.0
65386,242587.58
65387,1248424.8
65388,2206834.2
65389,226007.17
65390,233345.36
65391,202206.64
65392,24690620.0
65393,946043.4
65384,24690620.0
65395,205534.56
65394,1126652.8
65409,326435.38
65408,1808987.9
65407,453308.34
65405,2090847.6
65404,507556.84
65403,1244175.6
65406,1014064.3
65401,1060884.2
65400,342020.44
65399,513967.97
65398,344216.44
65397,284303.88
65396,278926.22
65402,632915.3
65510,471218.22
65503,258777.95
65509,721705.06
65508,809379.75
65507,979651.3
65506,984094.44
65505,790387.0
65504,339994.4
65502,153798.88
65494,941648.06
65500,307107.22
65499,330672.53
65498,330672.53
65497,369243.12
65496,401672.53
65495,273834.06
65493,540551.7
65492,180431.1
65511,20956296.0
65501,1188869.6
65512,700198.0
65528,236573.56
65514,201307.7
65533,301770.1
65532,1257578.1
65531,227975.58
65530,859908.2
65529,661484.1
65491,281237.47
65527,276332.03
65526,197988.92
65525,7310703.5
65524,859908.2
65523,217070.78
65522,302227.75
65521,517618.84
65520,245038.53
65519,1414830.0
65518,308732.88
65517,309377.47
65516,201307.7
65515,643415.9
65513,1342957.1
65490,455116.4
65487,263593.4
65488,275211.4
65463,427787.0
65462,942578.0
65461,2019465.6
65460,554326.56
65459,2098442.5
65458,211463.97
65457,543340.06
65456,359609.1
65455,2296688.5
65454,206773.94
65453,1012134.9
65489,316948.0
65451,469389.16
65450,1475087.6
65449,1169954.8
65448,1328681.5
65447,608543.94
65446,1015578.0
65445,451471.3
65464,1404461.1
65465,342592.06
65452,358608.72
65467,569416.06
65466,267659.38
65486,323903.7
65485,459793.97
65483,297388.1
65482,2086517.2
65481,596589.8
65480,684683.44
65479,297388.1
65478,530440.4
65484,239899.72
65476,342592.06
65475,342592.06
65474,342592.06
65473,234646.58
65472,342592.06
65471,342592.06
65470,340339.56
65469,340339.56
65477,880615.2
65468,1342957.1
65577,165561.34
65576,306920.4
65575,223256.98
65574,249858.61
65573,125767.95
65572,255526.61
65568,310275.12
65570,265118.9
65569,1021305.5
65567,420723.22
65566,300166.22
65578,453940.38
65571,232956.92
65579,290596.66
65588,268071.2
65593,2183733.8
65581,170415.27
65582,262718.53
65583,305473.78
65584,1135467.5
65585,350084.8
65586,239528.69
65587,356244.8
65589,285152.72
65590,360031.16
65591,322307.25
65592,322827.44
65565,262441.34
65580,279977.06
65564,1539352.5
65546,1409064.2
65562,560810.0
65563,1233153.2
65534,145290.08
65535,270018.38
65536,287930.44
65538,342905.84
65539,302591.12
65540,272970.25
65541,250679.17
65542,157380.95
65543,262619.6
65544,184854.75
65545,192936.8
65547,191495.42
65537,290596.66
65549,226444.06
65548,218371.81
65560,640174.44
65559,363973.0
65561,382169.0
65557,195351.69
65556,617272.3
65558,282474.22
65554,145290.08
65553,298976.3
65552,230123.47
65551,237325.14
65550,184530.3
65555,273342.5
65708,184546.5
65709,683807.7
65710,679650.7
65711,1010869.25
65712,174754.61
65713,269951.7
65714,322139.16
65715,241840.08
65721,283409.2
65717,241840.08
65718,395479.1
65770,601686.5
65719,281105.8
65720,1255796.0
65722,248225.77
65723,564147.06
65724,2227366.8
65707,410246.47
65716,2553377.0
65706,260597.23
65692,1346587.8
65704,439314.16
65685,205350.58
65686,615761.9
65687,1004135.8
65688,1009042.1
65689,358796.2
65690,238705.69
65691,443404.16
65725,310617.06
65693,164889.47
65694,278078.97
65695,210887.8
65696,304588.0
65697,246185.56
65698,363513.7
65699,1029876.4
65700,211766.1
65701,312640.66
65702,256360.17
65703,184546.5
65705,325195.62
65726,269736.78
65740,342863.7
65728,297388.1
65753,414099.8
65754,331275.1
65755,441877.72
65756,383588.3
65757,445065.28
65758,842523.6
65759,213452.23
65760,260510.27
65752,296079.56
65761,953456.0
65763,505277.78
65764,319209.44
65765,597168.1
65766,355919.5
65767,250633.03
65768,240002.47
65769,689257.0
65684,434435.8
65762,457977.38
65751,254096.03
65750,698405.4
65749,1253322.9
65729,297388.1
65730,633594.1
65731,493445.47
65732,248247.55
65733,749383.94
65734,297388.1
65735,522939.3
65736,251241.61
65737,389886.9
65738,282993.28
65739,226989.36
65741,1058613.4
65742,1447739.6
65743,328319.6
65744,532813.6
65745,943055.44
65746,943055.44
65747,281337.0
65748,1032194.9
65727,310617.06
65683,1209676.8
65645,1325872.8
65681,257370.9
65617,407199.12
65618,442603.97
65619,638420.4
65620,282993.28
65621,11742420.0
65622,274219.0
65623,267483.8
65624,1410247.2
65616,857964.3
65625,405980.8
65627,352273.44
65628,405980.8
65629,298289.1
65630,11688010.0
65631,591107.1
65632,1573529.5
65633,313093.28
65634,1511765.8
65626,583829.0
65615,243528.67
