Id,Expected
64650,552079.1
64651,381233.72
64652,959015.1
64653,381233.72
64654,326738.2
64658,778894.4
64656,459868.5
64657,1632502.5
64649,3042688.2
64659,387085.06
64655,776562.9
64648,2276579.8
64644,401579.66
64646,1696972.5
64645,542967.4
64660,545393.4
64643,3174230.8
64642,325980.1
64641,418381.4
64640,1024360.06
64639,456112.3
64638,871305.25
64637,284374.62
64636,1831681.4
64635,2307401.8
64634,443546.6
64647,2695036.5
64661,1305419.4
64665,369496.3
64690,3481175.5
64633,309396.06
64689,1192706.0
64688,2714930.2
64687,7924402.0
64686,6401562.0
64685,1611532.1
64684,797123.7
64683,1462502.5
64682,2825471.0
64681,1049699.5
64680,2672015.0
64679,2358541.5
64662,1124673.5
64678,1241225.6
64676,1591739.5
64675,3978643.8
64674,1651816.2
64673,2737531.2
64672,1346968.6
64671,1128679.1
64670,3429183.8
64669,3468376.0
64668,2241012.8
64667,618642.9
64666,2680828.2
64664,401579.66
64677,1074928.2
64632,826063.56
64663,1069080.8
64630,1224859.6
64599,745216.4
64598,2944503.8
64597,820141.25
64596,820141.25
64595,820141.25
64594,391669.16
64593,293381.8
64592,340065.84
64591,438664.53
64590,1852291.2
64589,820141.25
64587,664108.75
64600,2821454.8
64586,614069.9
64584,342975.97
64583,450851.8
64582,405784.62
64581,375304.38
64580,633355.25
64579,1469820.6
64578,2162157.0
64577,648836.9
64576,1017944.7
64575,1038309.2
64574,729223.06
64631,369496.3
64585,256487.86
64601,1074881.0
64588,892044.94
64603,1698787.4
64629,1578795.2
64602,4843466.5
64628,907372.4
64627,907372.4
64626,251778.94
64625,369496.3
64624,448264.84
64623,291660.62
64622,5883156.0
64620,1457753.0
64619,285124.97
64618,946390.06
64617,820141.25
64621,447797.75
64615,327680.12
64604,3333386.8
64616,820141.25
64606,1027991.44
64607,820141.25
64608,4478791.0
64609,1633183.4
64605,2356431.8
64611,1494476.9
64612,962365.7
64613,514574.97
64614,820141.25
64610,875535.06
64732,2202543.8
64731,380796.4
64730,585560.0
64729,418975.56
64722,414409.03
64726,481573.06
64725,293381.8
64724,349563.2
64723,435924.34
64733,774180.8
64727,286908.34
64734,420234.94
64748,818307.7
64736,1197783.1
64737,372030.06
64738,366979.78
64739,427451.16
64740,561427.8
64741,561427.8
64742,435530.88
64743,435530.88
64744,548104.56
64745,392751.94
64746,638574.44
64747,308058.12
64721,411962.72
64735,1399605.5
64720,305514.78
64728,354363.9
64718,310124.84
64719,362533.34
64691,719791.0
64692,588673.06
64693,603921.75
64694,364728.16
64695,1028425.5
64697,356368.4
64698,331052.4
64699,1189870.6
64700,317365.7
64701,4487766.5
64702,368627.38
64703,408030.06
64696,670272.7
64705,456012.1
64717,353739.72
64704,959761.8
64716,651515.8
64715,427635.97
64714,314207.25
64712,2301858.5
64713,791026.8
64711,309396.06
64710,1894735.4
64709,1894735.4
64708,349803.5
64707,695727.25
64706,408030.06
64851,304373.2
64848,533635.6
64849,324193.72
64850,357224.62
64847,304373.2
64852,309396.06
64859,533635.6
64854,374648.03
64855,309396.06
64856,304373.2
64857,374648.03
64858,430009.1
64860,304373.2
64846,660346.94
64853,403004.56
64845,381883.75
64831,358281.56
64843,360181.4
64827,280296.3
64828,361266.3
64829,351264.47
64830,752241.0
64861,374648.03
64832,304872.28
64833,443521.38
64844,374648.03
64834,648339.4
64836,1932521.1
64837,309396.06
64838,275273.47
64839,363304.4
64840,2768031.2
64841,646802.4
64842,1338919.6
64835,1329078.9
64862,18038306.0
64877,486737.2
64864,465809.47
64886,1377788.6
64887,373482.78
64888,567312.6
64889,408888.3
