Id,Expected
64650,442661.38
64651,536914.8
64652,1038332.6
64653,536914.8
64654,307336.16
64658,473039.4
64656,291186.16
64657,1094882.1
64649,1464963.2
64659,384381.16
64655,433771.56
64648,1613860.6
64644,283740.2
64646,1506959.6
64645,277308.6
64660,829838.6
64643,2710797.0
64642,318645.88
64641,342312.12
64640,780390.1
64639,425364.25
64638,837951.25
64637,307978.12
64636,1987611.2
64635,1737655.8
64634,275810.53
64647,2512610.0
64661,1312599.2
64665,294402.6
64690,1726654.9
64633,263299.3
64689,1070493.6
64688,1881112.9
64687,5277394.5
64686,2898248.2
64685,914914.0
64684,604065.3
64683,3111274.8
64682,2329096.8
64681,606090.8
64680,1797340.4
64679,1295171.8
64662,794753.3
64678,1282295.5
64676,5548738.5
64675,3897483.5
64674,1774222.6
64673,1573136.5
64672,1337140.8
64671,1103816.0
64670,3476603.8
64669,5642342.5
64668,1289989.9
64667,509477.38
64666,1264654.8
64664,283740.2
64677,878570.0
64632,478019.75
64663,1020277.6
64630,970898.2
64599,467932.72
64598,1446773.6
64597,475227.16
64596,475227.16
64595,475227.16
64594,274781.88
64593,256177.7
64592,267524.25
64591,329008.66
64590,1133490.5
64589,475227.16
64587,818558.2
64600,1956706.4
64586,698085.44
64584,294079.2
64583,282019.3
64582,478640.16
64581,373269.16
64580,640486.3
64579,3833779.0
64578,1294826.5
64577,882921.75
64576,1113788.1
64575,1045418.1
64574,1002268.5
64631,294402.6
64585,137712.61
64601,917803.25
64588,732323.75
64603,1334413.9
64629,385503.1
64602,1604787.6
64628,1131372.9
64627,1131372.9
64626,308588.88
64625,294402.6
64624,264435.5
64623,269161.75
64622,4194435.0
64620,1432343.2
64619,251920.05
64618,567819.7
64617,475227.16
64621,293579.03
64615,462139.62
64604,2197809.0
64616,475227.16
64606,708687.56
64607,475227.16
64608,3256191.0
64609,1096731.1
64605,2946420.5
64611,547457.6
64612,692678.2
64613,486001.6
64614,475227.16
64610,666971.3
64732,1758826.2
64731,272366.28
64730,388628.03
64729,791239.06
64722,447083.12
64726,293900.1
64725,271982.72
64724,332404.5
64723,500277.66
64733,596666.2
64727,717233.25
64734,291782.44
64748,898486.5
64736,1813214.8
64737,558439.1
64738,240288.86
64739,179736.89
64740,2167480.5
64741,2167480.5
64742,309929.3
64743,309929.3
64744,323911.44
64745,266239.56
64746,740967.06
64747,142920.86
64721,354755.44
64735,1321665.0
64720,701258.6
64728,326728.3
64718,264620.6
64719,341137.8
64691,1118180.0
64692,522237.97
64693,307373.8
64694,371354.1
64695,1047050.9
64697,288138.53
64698,267065.78
64699,396845.47
64700,886051.56
64701,2638276.8
64702,214635.73
64703,301627.1
64696,938646.7
64705,610151.25
64717,272996.06
64704,1616435.8
64716,751307.4
64715,296952.78
64714,412396.9
64712,2098581.8
64713,1306246.9
64711,272545.75
64710,764897.25
64709,764897.25
64708,477266.72
64707,390635.56
64706,301627.1
64851,211887.58
64848,291537.16
64849,321459.8
64850,376306.9
64847,211887.58
64852,263968.66
64859,331039.16
64854,331226.38
64855,263968.66
64856,257234.22
64857,286441.62
64858,286285.6
64860,211887.58
64846,1291498.9
64853,450038.1
64845,314861.94
64831,244646.02
64843,267065.78
64827,254344.36
64828,297886.25
64829,363667.1
64830,729588.7
64861,280410.94
64832,331820.12
64833,279477.56
64844,286441.62
64834,429741.66
64836,1126613.0
64837,263968.66
64838,222467.16
64839,271218.1
64840,2222619.8
64841,338056.28
64842,1541363.5
64835,1249160.1
64862,9653262.0
64877,735038.9
64864,275366.84
64886,1020503.6
64887,270200.4
64888,442775.06
64889,351831.62
64890,228534.19
64891,236925.36
64892,349016.25
64893,263968.66
64894,321813.72
64895,585764.25
64896,269414.28
64900,350339.7
64898,312995.1
64899,245498.75
64826,1193958.4
64885,318759.53
64884,510828.84
64883,607601.3
64882,1485717.2
64865,445403.38
64866,330277.0
64867,481755.78
64868,706633.9
